Material,Mean,Std Dev,Max,Min,RMS,Skewness,Kurtosis,Peak Freq,Spectral Entropy
steel,6.13572148335378e-05,0.6159769254009256,2.190196197023,-2.9853640132680406,0.6159769284568094,-0.3053450144664839,1.4514265523662138,9326.171874999998,4.766312058242033
steel,-2.5276805588808572e-05,0.725724753936276,2.6370328627478994,-3.2733145514344386,0.7257247543764682,-0.2086896399365913,0.8706782234171122,9338.378906249998,4.3638233285167765
steel,-4.776626598719913e-05,0.8178352637865152,2.9607299906083226,-3.348354867031501,0.817835265181427,-0.11461523748494105,0.5137874552954069,9338.378906249998,4.1863661745740295
steel,1.9927910065730316e-05,0.7531337838769947,2.9607299906083226,-3.348354867031501,0.7531337841406408,-0.15435649389486708,0.866023516537791,9338.378906249998,4.435856336798423
steel,7.347642290423533e-05,0.6230362655290347,2.453539838597075,-2.837706942232633,0.6230362698616755,-0.3083270257090304,1.5006194503996246,9338.378906249998,4.745948663794147
steel,-6.762839696937194e-05,0.6184178240362811,2.453539838597075,-2.7522959743146957,0.6184178277341046,-0.30167538338679933,1.4505008962825494,9326.171874999998,4.713277791965277
steel,-3.121144842579887e-05,0.7189015530316922,2.6654709888698553,-3.6438917581619847,0.7189015537092219,-0.2613275661860757,0.8936340377759207,9338.378906249998,4.14074658334698
steel,3.1523113941559045e-05,0.8067644621881498,2.7665414729631412,-3.822331957700977,0.8067644628040089,-0.16463044191482215,0.6275886076892321,9338.378906249998,4.171480181765432
steel,-4.514167486776255e-06,0.7708889266209075,2.7665414729631412,-3.822331957700977,0.7708889266341246,-0.13690474407315997,0.7726305369238142,9338.378906249998,4.429264205461968
steel,6.0596538138278034e-06,0.6259340561934106,2.6534120030450308,-2.9285872304567584,0.6259340562227422,-0.17892222109026962,1.3276670221859135,9338.378906249998,4.6895318019188155
steel,-5.382381170830113e-05,0.608229872171128,2.3712140883145643,-2.8143567525717614,0.6082298745526312,-0.3405597641740144,1.491753637658113,9338.378906249998,4.800419048969815
steel,-3.8860693859964965e-05,0.6891403299662748,2.958981076109831,-3.226379592000638,0.689140331061954,-0.3111996861890358,0.9898366909927385,9338.378906249998,4.411774270465736
steel,6.0913239065016465e-05,0.771373185389638,2.958981076109831,-3.4891061344084346,0.7713731877947142,-0.10850834950996016,0.7284541281422321,9338.378906249998,4.276259795031441
steel,8.339633705570292e-06,0.7663699639460048,2.8885592201978927,-3.4891061344084346,0.7663699639913807,-0.10125599362299346,0.7161648864371726,9326.171874999998,4.334472359150258
steel,3.353961783959856e-05,0.6511360764994898,2.508397772900834,-2.8239728452107653,0.6511360773632923,-0.3022615502472834,1.230544076316889,9338.378906249998,4.681945748638075
steel,5.674487854439463e-05,0.6377674655434321,2.3262622254317,-3.177847536555218,0.6377674680678485,-0.427492849398965,1.5597714570724186,9338.378906249998,4.652450756490909
steel,6.927295221095264e-06,0.7452194670246652,3.0989327664267017,-3.193112676390032,0.745219467056862,-0.22772213561022464,0.750082052306488,9338.378906249998,4.248398606761504
steel,-8.702242204509402e-05,0.7753105625163599,3.0989327664267017,-3.193112676390032,0.7753105674001459,-0.07162000547664674,0.5184502608815418,9338.378906249998,4.196460428241647
steel,-7.833784308783311e-05,0.6917272068209946,2.8338218766646968,-3.056394980889739,0.6917272112568601,-0.13024341543857085,1.1525580714722343,9338.378906249998,4.750536092044436
steel,4.4682640838355116e-05,0.6731015737332126,2.8338218766646968,-3.3909473026121955,0.6731015752163011,-0.33112468739523604,1.4899710080432556,9338.378906249998,4.582435586935974
steel,5.807766547500941e-05,0.7042462148749598,2.4665401723583935,-3.3909473026121955,0.7042462172697296,-0.33959563302094153,1.3512211808846741,19335.937499999996,4.667181362793256
steel,3.621292490029293e-05,0.7356363858177298,2.5135545494446303,-3.315048135859171,0.7356363867090504,-0.23482174403668019,1.004543342977958,9338.378906249998,4.242899168614634
steel,-7.892511150787174e-05,0.794628027643494,3.0661351515389046,-3.5151395551484512,0.7946280315630471,-0.1083421092633148,0.9160637822509932,9338.378906249998,4.306503499061236
steel,-3.5716588305880934e-05,0.7492567265610833,3.0661351515389046,-3.5151395551484512,0.7492567274123769,-0.08781564139476011,1.1555943407896878,9338.378906249998,4.585616328438373
steel,9.198857102767369e-05,0.6003564020739371,2.9707041855891063,-2.847777076306956,0.600356409121332,-0.24021491461574274,1.419013571606782,9326.171874999998,4.960051529055162
steel,-2.0244058028255596e-05,0.5962956056561189,2.42230904371911,-2.8405788532747316,0.5962956059997588,-0.36858699482961926,1.633952145162965,9338.378906249998,4.8422319529879445
steel,-6.366531453507414e-05,0.6948956930191845,2.6440950487119412,-3.2716762300767264,0.6948956959356455,-0.24861887084674988,0.911724980167862,9338.378906249998,4.2945181632156
steel,5.968544578417225e-05,0.7866966695501122,2.9839196323895134,-3.4080106893240116,0.786696671814233,-0.08773429710507455,0.6765600353127068,9338.378906249998,4.369778771570862
steel,7.817912397126969e-06,0.7965742274105378,2.9839196323895134,-3.4080106893240116,0.7965742274489019,-0.09236847617275414,0.6313374579598037,9338.378906249998,4.44064818500527
steel,-3.0165635592304117e-06,0.6819414650377391,2.5482674967184793,-3.0633389164420985,0.681941465044411,-0.24825259969813798,1.1335428235432596,9338.378906249998,4.592412881915719
steel,-0.00048531246471947113,0.6115226491976304,2.4647193427297407,-3.0633389164420985,0.6115228417727964,-0.3441489228321014,1.5744144189488471,9338.378906249998,4.731992101521605
roasted_steel,-0.000392202436053495,0.6623914776965574,2.9066708154792935,-2.8250658157356385,0.6623915938082093,-0.16477122130338523,1.1908137479636274,9338.378906249998,4.695592373652447
roasted_steel,-8.135088138382514e-05,0.5618422629561511,2.2843201691996042,-2.930801984940453,0.5618422688456742,-0.3977678970380373,1.6811151924951035,9326.171874999998,4.859081420586843
roasted_steel,2.3756018462453142e-05,0.6086773247763936,2.219762271888745,-2.930801984940453,0.6086773252399795,-0.4917148191623252,1.5472055388418724,9338.378906249998,4.6350065586905185
roasted_steel,-1.521645495872853e-05,0.6873326466446802,3.0529121051399786,-3.065694756224923,0.6873326468131143,-0.3883698615513635,0.7964150837874855,9338.378906249998,4.400057908961727
roasted_steel,-5.2565454373418796e-05,0.7343672639948504,3.0529121051399786,-3.065694756224923,0.7343672658761481,-0.23568134393201104,0.6314396691850321,9338.378906249998,4.533162266313829
roasted_steel,9.649204262877251e-05,0.7322033229515207,2.665971340756783,-3.1632698587443024,0.732203329309532,-0.23008170961803223,0.5783159354136904,9338.378906249998,4.501573797080666
roasted_steel,3.87460826471794e-05,0.6246332785725442,2.2542795890961065,-3.1853702772047168,0.6246332797742565,-0.43856954268536,1.3696709657485577,9338.378906249998,4.760768689212153
roasted_steel,2.4762225970125452e-06,0.6143788500762455,2.2909589282116896,-3.1853702772047168,0.6143788500812356,-0.4333562118167199,1.5118986114454511,17333.984374999996,4.632603177668788
roasted_steel,3.2008547892855145e-05,0.7409125404209611,2.395131088879505,-3.5943359396028196,0.74091254111237,-0.38694416310077595,0.8337035896446365,9338.378906249998,4.216300229855795
roasted_steel,-0.00013488409008957487,0.824142074773459,3.2643336992875236,-3.5943359396028196,0.8241420858114329,-0.2637369457445157,0.6004343137206458,9338.378906249998,4.351904937840939
roasted_steel,-5.305252569984491e-05,0.7592195618450966,3.2643336992875236,-3.478557170693229,0.7592195636986911,-0.22017426756428843,0.9434218663451217,9338.378906249998,4.607691626087777
roasted_steel,7.742559214984848e-05,0.6224722362477741,2.52001241720501,-2.961129492331591,0.6224722410630269,-0.4543772155108505,1.5916264554038673,9338.378906249998,4.844032532687602
roasted_steel,-1.289416985631513e-05,0.6903984006806062,2.324458083358996,-3.317040940503312,0.6903984008010147,-0.4622906230941662,1.1508799366773532,9338.378906249998,4.621079400340154
roasted_steel,-2.3359961313237764e-05,0.7939805131861347,2.5987189773749173,-3.317040940503312,0.7939805135297752,-0.3513042411394376,0.5886906626541522,9338.378906249998,4.280851565031039
roasted_steel,-2.700860868733548e-05,0.8142562392981539,3.326032790323027,-3.1949734478088905,0.8142562397460873,-0.19333525961747286,0.8127034569917804,9338.378906249998,4.452966619385194
roasted_steel,1.19559786202863e-05,0.7577619282966064,3.326032790323027,-3.6014051945338035,0.7577619283909273,-0.24699172093152044,1.2371193733981958,9338.378906249998,4.638940345093916
roasted_steel,-3.441649825963307e-05,0.6484435660689101,2.513478530496292,-3.6014051945338035,0.6484435669822473,-0.5101808448855527,1.694001796796523,9338.378906249998,4.778208797927222
roasted_steel,0.00010500951920381994,0.7362496273711793,2.461076522015144,-3.4361424494576642,0.7362496348598073,-0.4338872633414186,1.296327338641218,9326.171874999998,4.682674325593141
roasted_steel,3.711481066034843e-05,0.8415070655132383,3.1173867233220216,-3.9333768286334894,0.8415070663317158,-0.33674404527786406,0.8433837431042845,9338.378906249998,4.383067339914519
roasted_steel,-0.0001529601492890039,0.8047467933252522,3.1173867233220216,-3.9333768286334894,0.8047468078620029,-0.21165326760454456,1.0632997784049127,9326.171874999998,4.418295019898592
roasted_steel,6.377177113821797e-05,0.7547621924313801,3.116052675738278,-3.1691409689217034,0.7547621951254994,-0.22609949176522787,0.9363787718257797,9338.378906249998,4.670001717581269
roasted_steel,0.00012034345773055899,0.6436945979562136,2.8606422196030277,-2.9328240599899162,0.6436946092057625,-0.4360763682968505,1.547119965577311,9338.378906249998,4.733003312957338
roasted_steel,-3.775074193066861e-05,0.6752100009154096,2.3685458355070432,-3.6172384617764584,0.6752100019707246,-0.5343112085212509,1.5680828100743431,9338.378906249998,4.69455421589018
roasted_steel,-2.603214992641174e-05,0.8323895746924733,2.6738846920998185,-3.9477374881261014,0.8323895750995381,-0.3962948932861046,0.8115503966019739,9338.378906249998,4.209980587954694
roasted_steel,-3.040143279769334e-05,0.8530480020628183,3.1120568936591932,-3.9477374881261014,0.8530480026045505,-0.22515774214732534,0.716763757840917,9326.171874999998,4.418029297238601
roasted_steel,-4.6881443407424886e-05,0.7617352487860444,3.1120568936591932,-3.1375016545946712,0.7617352502287174,-0.17804306025108113,0.7800985466851795,9338.378906249998,4.596908745036849
roasted_steel,0.00011601740414696975,0.6411350477925202,2.5022908692557633,-2.909192645461518,0.6411350582895582,-0.39596311394761047,1.355172796202507,9326.171874999998,4.683540045177157
roasted_steel,1.5990412284863843e-05,0.6832635126266772,2.5022908692557633,-3.868550139814557,0.6832635128137889,-0.5417900210019874,1.6553679427475956,9338.378906249998,4.774938860850886
roasted_steel,-0.00012681903204679961,0.808164497061194,2.7074201352140186,-3.868550139814557,0.8081645070115611,-0.38794089122622877,0.8587928490187253,9338.378906249998,4.228859152322195
roasted_steel,1.474509130779853e-05,0.8072557558886564,3.063374422811213,-3.768704198761103,0.8072557560233211,-0.23412501988018083,0.9387376005856534,9338.378906249998,4.473945331536768
roasted_steel,5.712913883521782e-05,0.7318353750179107,3.063374422811213,-3.2342210158823894,0.7318353772477418,-0.23037743113754897,1.0683497454785575,9338.378906249998,4.689821451673131
roasted_steel,-6.240187596273921e-05,0.6430088527537788,2.4811489489218954,-2.916897903739848,0.6430088557817264,-0.3538333647194657,1.4173194701640028,9326.171874999998,4.701850191687162
roasted_steel,2.4983579937442823e-05,0.6933308213241131,2.4602418442911445,-3.605779989978375,0.693330821774244,-0.4233104721597501,1.6281410347048197,9338.378906249998,4.554934372803171
roasted_steel,5.872964439859529e-06,0.8079839901227008,2.7757836590149,-3.6163230306756757,0.8079839901440451,-0.35853902649543573,0.8793879769044533,9338.378906249998,4.17881958859514
roasted_steel,-5.768928168972971e-05,0.8141964739246986,3.014909656147011,-3.6163230306756757,0.8141964759684642,-0.26551006607171196,0.8275541609635457,9338.378906249998,4.443276384018277
roasted_steel,8.387243745375681e-05,0.7666321078679634,3.014909656147011,-3.0249667921787964,0.7666321124559435,-0.22777310073087126,0.8212877544561619,9338.378906249998,4.547502578880979
roasted_steel,4.323603808926981e-05,0.673934648397499,2.555112463877612,-3.3262603354533042,0.6739346497843952,-0.3769804167413385,1.5465514681510664,9338.378906249998,4.851555216946542
roasted_steel,1.8465024408468357e-05,0.6889621643757622,2.431189622681437,-3.3262603354533042,0.6889621646232047,-0.47424958994877797,1.5823750460601307,9338.378906249998,4.776414711120878
roasted_steel,1.7971741464400502e-05,0.7956517710857376,2.3902048246343752,-3.3407545548275435,0.7956517712887056,-0.3607085355219905,0.7070143501832713,9338.378906249998,4.274625215695156
roasted_steel,-0.00011258633492057497,0.813049151541395,2.9713452197683172,-3.3407545548275435,0.8130491593365466,-0.24689561815160405,0.6707619832741432,9338.378906249998,4.35610773882021
roasted_steel,-5.5509668438730995e-05,0.7097872368903638,2.9713452197683172,-3.0307775599121514,0.7097872390609602,-0.21169084950439604,1.0793593819503426,9338.378906249998,4.629970621976817
roasted_steel,3.6266206347965355e-05,0.6160106722263323,2.508183468335614,-3.420755411019849,0.6160106732938769,-0.4294705724328255,1.7935748270452265,9338.378906249998,4.824748605820001
roasted_steel,1.4558837841040884e-05,0.7153780882058071,2.508183468335614,-3.420755411019849,0.7153780883539522,-0.44582522859481705,1.3191684062559812,9338.378906249998,4.699558600296335
roasted_steel,-1.7730573089637457e-05,0.805542650270287,2.7911614520502086,-4.092348104426046,0.8055426504654183,-0.346950926360849,0.6972967236177792,9338.378906249998,4.200793068999089
roasted_steel,3.9490925744909465e-05,0.8395257471585744,3.079850035893828,-4.092348104426046,0.8395257480873926,-0.21685422863640724,0.8734691737659515,9338.378906249998,4.458890338761044
roasted_steel,1.2896297233114029e-05,0.7663354827255655,3.079850035893828,-3.7873467388919657,0.7663354828340784,-0.23327860813259144,1.2295148553637238,9338.378906249998,4.5693831454898515
roasted_steel,-4.7560123424349055e-05,0.6022285254612306,2.2086746361338885,-2.9232061142919474,0.6022285273392265,-0.48349266659709106,1.5673707428178085,9338.378906249998,4.739542514208802
roasted_steel,9.929692368891203e-05,0.678596414645245,2.2912330392862295,-3.088397559762847,0.6785964219101516,-0.4355618873607409,1.3023972965748971,9326.171874999998,4.687370769304319
roasted_steel,-4.353068215318765e-05,0.7981206985377494,2.716372738159617,-3.63819234927515,0.7981206997248632,-0.38514783035445116,0.9043831139430991,9338.378906249998,4.311042433956695
roasted_steel,-9.236769715887425e-05,0.8137518367789685,3.1391660421472998,-3.63819234927515,0.8137518420212249,-0.25689277855671094,0.8409158484584607,9338.378906249998,4.486975439578993
roasted_steel,8.275332714759058e-05,0.750606638933653,3.1391660421472998,-3.225501466973766,0.7506066434953721,-0.21400972262646017,0.8696484055247229,9338.378906249998,4.666831042768354
roasted_steel,-1.7529785168936085e-05,0.6334892942916565,2.843206888204833,-3.225501466973766,0.6334892945341968,-0.400079110510525,1.6236010500591567,9338.378906249998,4.887077172542434
roasted_steel,-2.337541624845706e-05,0.6889868507424416,2.7725633276303543,-3.709378802900826,0.6889868511389732,-0.4543628407200992,1.362959896763389,9338.378906249998,4.791839863394714
roasted_steel,5.9307071184849126e-05,0.7877002724386822,2.5946718072630204,-3.709378802900826,0.7877002746713391,-0.36069508400492817,0.8014073813852574,9338.378906249998,4.401436395393211
roasted_steel,-4.316256398629959e-06,0.828970047997644,3.2660868920690898,-3.618202026434051,0.8289700480088809,-0.23375572371796136,0.7990623736427018,9338.378906249998,4.5479519385865785
roasted_steel,-5.260243235591414e-05,0.7756903998361213,3.2660868920690898,-3.618202026434051,0.7756904016197039,-0.22007871762131528,0.9471165362942577,9338.378906249998,4.5341645642098225
roasted_steel,5.907684473716105e-05,0.636336638819161,2.8923718318559377,-3.120421653742398,0.6363366415614781,-0.38691572185374223,1.3522539719475661,9326.171874999998,4.671274368061807
roasted_steel,1.232793226650999e-05,0.7135488987366497,2.287941737058091,-3.481042613462732,0.713548898843144,-0.524818550657896,1.3362810758825994,9338.378906249998,4.644837325838358
roasted_steel,-7.970392120399142e-05,0.8089017637931202,2.846853578513457,-3.5553659433840203,0.8089017677198733,-0.3478010246349127,0.7867409090952662,9326.171874999998,4.209014732066374
roasted_steel,4.749970674639939e-05,0.8068303236901774,3.420269838707088,-3.6337660496672397,0.8068303250883786,-0.155412249954793,0.9227776169921973,9338.378906249998,4.579124581617105
